  105907
       0.00      0.00
       0.09    122.27
       0.19    162.95
       0.30    179.95
       0.42    187.80
       0.56    192.86
       0.70    195.56
       0.86    197.16
       1.04    198.05
       1.23    199.01
       1.45    200.45
       1.68    202.34
       1.94    205.08
       2.23    209.00
       2.54    214.27
       2.89    218.34
       3.27    221.13
       3.69    223.05
       4.15    225.01
       4.65    227.75
       5.21    231.47
       5.82    236.35
       6.49    241.94
       7.23    247.41
       8.05    251.78
       8.94    254.66
       9.93    256.64
      11.01    259.20
      12.20    262.76
      13.51    265.97
      14.95    265.86
      16.54    260.46
      18.29    253.58
      20.20    246.21
      22.32    237.17
      24.64    228.29
      27.19    222.85
