  711852
       0.00      0.00
       0.22    163.88
       0.47    190.96
       0.74    188.92
       1.03    182.01
       1.36    172.19
       1.72    171.36
       2.11    172.67
       2.54    178.09
       3.02    192.48
       3.54    201.80
       4.12    211.10
       4.76    215.89
       5.45    217.05
       6.22    217.04
       7.07    216.67
       8.00    213.92
       9.02    211.89
      10.14    208.97
      11.38    207.50
      12.74    206.72
      14.23    206.39
      15.88    205.37
      17.69    203.20
      19.68    199.86
      21.87    193.93
      24.28    186.08
      26.93    180.46
      29.85    176.17
      33.06    173.98
      36.58    173.99
      40.47    177.30
      44.73    181.29
      49.43    182.71
      54.60    180.79
      60.28    174.89
      66.53    167.45
      73.40    164.39
      80.97    166.99
      89.29    167.79
