  105055
       0.00      0.00
       0.09     82.93
       0.19    125.42
       0.30    147.94
       0.42    164.83
       0.56    175.49
       0.70    184.15
       0.86    190.89
       1.04    194.24
       1.23    197.77
       1.45    200.31
       1.68    202.17
       1.94    203.89
       2.23    205.23
       2.54    206.24
       2.89    206.97
       3.27    207.49
       3.69    208.36
       4.15    209.19
       4.65    209.93
       5.21    210.87
       5.82    212.07
       6.49    213.20
       7.23    214.27
       8.05    214.83
       8.94    214.52
       9.93    213.72
      11.01    212.70
      12.20    210.90
      13.51    208.25
      14.95    204.15
      16.54    197.98
      18.29    190.38
      20.20    184.73
      22.32    183.76
      24.64    184.22
      27.19    181.96
      30.00    179.66
      33.09    179.05
      36.50    179.00
