  104945
       0.00      0.00
       0.09    187.72
       0.19    214.37
       0.30    218.31
       0.42    218.67
       0.56    217.42
       0.70    214.02
       0.86    208.86
       1.04    203.68
       1.23    194.58
       1.45    183.69
       1.68    174.09
       1.94    166.67
       2.23    162.73
       2.54    162.95
       2.89    165.69
       3.27    168.94
       3.69    171.99
       4.15    174.68
       4.65    176.11
       5.21    175.67
       5.82    174.84
       6.49    176.99
       7.23    183.48
       8.05    188.93
       8.94    187.73
       9.93    182.96
      11.01    181.14
      12.20    180.42
      13.51    175.56
      14.95    169.23
      16.54    167.92
      18.29    171.77
