  704605
       0.00      0.00
       0.09    119.79
       0.19    163.85
       0.30    173.69
       0.42    172.95
       0.56    170.55
       0.70    167.30
       0.86    165.62
       1.04    165.01
       1.23    169.89
       1.45    173.99
       1.68    181.96
       1.94    189.66
       2.23    197.95
       2.54    206.15
       2.89    214.44
       3.27    222.10
       3.69    226.74
       4.15    227.22
       4.65    224.39
       5.21    220.94
       5.82    217.37
       6.49    215.06
       7.23    214.28
       8.05    214.38
       8.94    215.02
       9.93    214.89
      11.01    214.57
      12.20    212.54
      13.51    208.55
      14.95    204.29
      16.54    197.88
      18.29    192.10
      20.20    187.68
      22.32    185.73
      24.64    187.45
      27.19    189.62
      30.00    190.36
      33.09    189.25
