   709113
       0.00      0.00
       0.24    147.89
       0.50    184.21
       0.78    189.48
       1.10    189.09
       1.45    188.04
       1.83    187.68
       2.25    187.43
       2.71    187.72
       3.21    187.86
       3.77    188.59
       4.39    189.31
       5.06    189.48
       5.81    190.62
       6.62    191.83
       7.52    192.85
       8.51    193.37
       9.60    193.73
      10.80    193.39
      12.11    191.66
      13.56    189.68
      15.15    187.99
      16.90    185.62
      18.83    200.20
      20.95    239.25
      23.28    263.26
      25.85    264.10
      28.67    258.62
      31.77    252.05
      35.19    245.22
      38.94    238.38
      43.07    236.85
      47.62    240.90
      52.62    245.09
      58.11    244.26
      64.16    237.31
      70.82    231.76
      78.13    226.90
      86.18    225.46
      95.04    228.75
