   903140
       0.00      0.00
       0.80    144.56
       1.68    201.75
       2.64    206.03
       3.71    208.58
       4.87    213.65
       6.16    219.11
       7.57    224.12
       9.13    220.66
      10.84    221.00
      12.72    215.85
      14.79    206.70
      17.07    198.22
      19.58    192.68
      22.33    190.08
      25.37    190.97
      28.70    192.50
