   706786
       0.00      0.00
       0.09    117.07
       0.19    159.74
       0.30    173.22
       0.42    178.96
       0.56    181.13
       0.70    181.71
       0.86    182.38
       1.04    182.70
       1.23    183.99
       1.45    184.49
       1.68    188.28
       1.94    189.34
       2.23    196.54
       2.54    198.00
       2.89    203.17
       3.27    205.62
       3.69    210.30
       4.15    214.32
       4.65    217.17
       5.21    219.07
       5.82    220.32
       6.49    220.95
       7.23    221.32
       8.05    223.12
       8.94    225.29
       9.93    227.49
      11.01    230.08
      12.20    230.44
      13.51    227.75
      14.95    227.02
      16.54    227.55
      18.29    228.93
      20.20    228.80
      22.32    224.59
      24.64    219.06
      27.19    217.79
      30.00    215.37
