  100598
       0.00      0.00
       0.09     17.04
       0.19     24.09
       0.30     29.18
       0.42     35.93
       0.56     44.22
       0.70     51.70
       0.86     57.54
       1.04     61.85
       1.23     67.60
       1.45     73.37
       1.68     78.36
       1.94     82.80
       2.23     86.74
       2.54     90.42
       2.89     94.00
       3.27     96.17
       3.69     97.75
       4.15    100.52
       4.65    102.27
       5.21    101.96
       5.82    102.31
       6.49    104.61
       7.23    106.82
       8.05    113.68
       8.94    118.36
       9.93    118.44
      11.01    118.88
      12.20    120.98
      13.51    126.01
      14.95    132.01
