   300253
       0.00      0.00
       0.09    156.14
       0.19    194.81
       0.30    199.39
       0.42    197.18
       0.56    194.03
       0.70    185.19
       0.86    180.66
       1.04    182.21
       1.23    189.82
       1.45    194.68
       1.68    200.29
       1.94    205.46
       2.23    209.93
       2.54    212.45
       2.89    212.80
       3.27    210.94
       3.69    207.83
       4.15    208.10
       4.65    204.44
       5.21    199.61
       5.82    201.07
       6.49    206.25
       7.23    211.90
       8.05    213.84
       8.94    212.18
       9.93    210.32
      11.01    209.29
      12.20    183.36
      13.51    150.86
