   604273
       0.00      0.00
       0.38     58.88
       0.80    110.44
       1.27    112.51
       1.77    116.47
       2.33    128.41
       2.95    127.37
       3.63    132.36
       4.37    158.40
       5.19    179.31
       6.09    193.52
       7.09    199.81
       8.18    198.57
       9.38    193.33
      10.70    194.91
      12.15    197.32
