   100000
       0.00      0.00
       0.09    125.84
       0.19    175.01
       0.30    232.09
       0.42    248.76
       0.56    245.93
       0.70    238.12
       0.86    229.04
       1.04    222.38
       1.23    217.84
       1.45    214.15
       1.68    211.16
       1.94    208.72
       2.23    207.57
       2.54    208.31
       2.89    210.83
       3.27    216.12
       3.69    220.63
       4.15    225.58
       4.65    230.31
       5.21    233.04
       5.82    236.47
       6.49    237.55
       7.23    238.09
       8.05    237.19
       8.94    236.94
       9.93    237.36
      11.01    238.65
      12.20    241.18
      13.51    244.35
      14.95    247.08
      16.54    250.88
      18.29    252.59
      20.20    254.80
      22.32    254.96
      24.64    253.19
      27.19    249.93
      30.00    240.92
      33.09    233.28
      36.50    221.79
      40.24    208.28
      44.35    195.71
      48.88    182.90
      53.85    175.86
      59.33    177.29
      65.36    178.46
      71.98    185.96
      79.27    187.12
      87.29    180.82
      96.11    176.53
     105.81    157.82
     116.48    150.28
     128.22    130.61
     141.13    122.56
     155.34    107.48
     170.96    116.46
     188.15    133.08
     207.06    167.79
     227.85    204.05
     250.73    205.95
     275.89    206.07
     414.29     93.04
     444.74     93.04
