  204303
       0.00      0.00
       0.09     70.65
       0.19    111.70
       0.30    138.80
       0.42    129.98
       0.56    104.31
       0.70     92.31
       0.86     83.16
       1.04     69.58
       1.23     70.66
       1.45     95.12
       1.68    117.16
       1.94    136.73
       2.23    135.56
       2.54    127.30
       2.89    133.11
       3.27    146.38
       3.69    152.31
       4.15    152.12
       4.65    150.21
       5.21    147.06
       5.82    144.25
       6.49    143.19
       7.23    144.16
       8.05    146.01
       8.94    146.32
       9.93    145.17
      11.01    143.92
      12.20    143.17
      13.51    142.51
      14.95    142.13
      16.54    142.22
      18.29    142.66
      20.20    143.47
      22.32    145.20
      24.64    146.83
