  106946
       0.00      0.00
       0.09    201.68
       0.19    232.77
       0.30    230.60
       0.42    221.22
       0.56    208.89
       0.70    197.11
       0.86    189.74
       1.04    185.79
       1.23    182.60
       1.45    180.59
       1.68    179.86
       1.94    180.13
       2.23    180.52
       2.54    181.33
       2.89    183.09
       3.27    187.84
       3.69    196.41
       4.15    203.97
       4.65    206.60
       5.21    210.05
       5.82    218.64
       6.49    228.82
       7.23    231.98
       8.05    228.83
       8.94    222.73
       9.93    216.86
      11.01    213.28
      12.20    211.43
      13.51    211.87
      14.95    206.72
      16.54    204.54
