  103198
       0.00      0.00
       0.09     46.03
       0.19     50.89
       0.30     46.65
       0.42     43.76
       0.56     47.36
       0.70     55.13
       0.86     61.24
       1.04     72.01
       1.23     81.67
       1.45     88.92
       1.68     93.61
       1.94    100.57
       2.23    107.43
       2.54    120.02
       2.89    130.25
       3.27    138.38
       3.69    143.39
       4.15    145.96
       4.65    149.36
       5.21    154.27
       5.82    156.29
       6.49    160.05
       7.23    165.64
       8.05    168.87
       8.94    170.20
       9.93    169.83
      11.01    168.31
      12.20    166.44
      13.51    165.26
      14.95    165.31
      16.54    165.76
      18.29    164.66
      20.20    162.21
      22.32    160.75
      24.64    160.13
      27.19    158.87
      30.00    156.11
