   703993
       0.00      0.00
       0.30    231.34
       0.64    272.03
       1.00    279.53
       1.41    282.76
       1.85    283.00
       2.34    283.66
       2.87    285.82
       3.47    287.76
       4.11    289.75
       4.83    290.26
       5.62    290.67
       6.48    290.81
       7.43    291.67
       8.48    292.20
       9.63    292.17
      10.89    291.20
      12.29    289.29
      13.82    287.05
      15.50    281.43
      17.36    275.38
      19.39    267.79
      21.64    259.71
      24.10    251.27
      26.82    245.82
      29.80    241.29
      33.09    239.09
      36.70    242.62
      40.67    249.72
      45.04    255.44
      49.85    260.25
