   105033
       0.00      0.00
       0.09    251.82
       0.19    270.60
       0.30    257.15
       0.42    249.90
       0.56    246.46
       0.70    242.89
       0.86    239.36
       1.04    236.88
       1.23    235.82
       1.45    236.95
       1.68    240.57
       1.94    245.33
       2.23    249.69
       2.54    253.38
       2.89    257.31
       3.27    258.36
       3.69    256.84
       4.15    255.04
       4.65    252.83
       5.21    250.62
       5.82    248.36
       6.49    247.03
       7.23    247.35
       8.05    249.40
       8.94    252.14
       9.93    254.93
      11.01    258.08
      12.20    261.08
      13.51    264.10
      14.95    266.84
      16.54    269.03
      18.29    271.18
      20.20    272.79
      22.32    273.61
      24.64    272.78
      27.19    266.61
      30.00    255.09
      33.09    248.56
