  906918
       0.00      0.00
       0.24     73.89
       0.50    109.00
       0.78    114.76
       1.10    128.37
       1.45    137.25
       1.83    143.55
       2.25    149.77
       2.71    152.99
       3.21    155.83
       3.77    157.22
       4.39    158.40
       5.06    157.77
       5.81    153.25
       6.62    149.84
       7.52    148.73
       8.51    150.29
       9.60    152.50
      10.80    153.83
      12.11    156.47
