  103079
       0.00      0.00
       0.09    214.41
       0.19    265.51
       0.30    279.39
       0.42    282.14
       0.56    276.27
       0.70    266.17
       0.86    256.11
       1.04    249.40
       1.23    233.61
       1.45    216.78
       1.68    212.03
       1.94    211.87
       2.23    213.02
       2.54    214.21
       2.89    216.65
       3.27    221.44
       3.69    227.39
       4.15    231.74
       4.65    234.36
       5.21    234.93
       5.82    232.73
       6.49    228.44
       7.23    225.75
       8.05    227.50
       8.94    232.83
       9.93    237.51
      11.01    237.46
      12.20    233.04
      13.51    227.10
      14.95    221.59
      16.54    215.09
      18.29    202.88
      20.20    187.50
