   105457
       0.00      0.00
       0.09     54.94
       0.19    104.12
       0.30    141.80
       0.42    164.79
       0.56    177.72
       0.70    185.22
       0.86    189.42
       1.04    191.52
       1.23    193.03
       1.45    193.47
       1.68    193.50
       1.94    193.62
       2.23    194.07
       2.54    194.64
       2.89    195.59
       3.27    196.70
       3.69    198.60
       4.15    202.53
       4.65    207.77
       5.21    214.09
       5.82    219.75
       6.49    224.71
       7.23    230.95
       8.05    235.63
       8.94    233.61
       9.93    224.23
      11.01    211.16
      12.20    200.75
