   104321
       0.00      0.00
       0.09    135.84
       0.19    188.00
       0.30    211.89
       0.42    220.42
       0.56    222.29
       0.70    221.44
       0.86    219.57
       1.04    217.39
       1.23    213.98
       1.45    212.60
       1.68    213.67
       1.94    216.36
       2.23    219.72
       2.54    221.74
       2.89    223.38
       3.27    225.71
       3.69    229.67
       4.15    234.95
       4.65    239.89
       5.21    243.27
       5.82    244.95
       6.49    246.07
       7.23    250.72
       8.05    259.71
       8.94    267.58
       9.93    270.88
      11.01    269.94
      12.20    267.74
      13.51    266.63
      14.95    268.39
      16.54    269.64
      18.29    269.03
      20.20    267.83
      22.32    256.96
      24.64    244.88
