  204569
       0.00      0.00
       0.09     40.85
       0.19     61.48
       0.30     97.07
       0.42    127.62
       0.56    143.99
       0.70    148.30
       0.86    148.66
       1.04    148.01
       1.23    136.71
       1.45    110.84
       1.68    106.32
       1.94    109.08
       2.23    111.54
       2.54    116.91
       2.89    131.70
       3.27    146.99
       3.69    161.30
       4.15    177.16
       4.65    187.62
       5.21    190.54
       5.82    192.56
       6.49    195.69
       7.23    200.29
       8.05    205.44
       8.94    212.04
       9.93    221.67
      11.01    235.15
      12.20    247.81
      13.51    255.49
