   101808
       0.00      0.00
       0.09    174.54
       0.19    202.57
       0.30    206.73
       0.42    207.00
       0.56    206.35
       0.70    204.96
       0.86    202.55
       1.04    200.40
       1.23    197.35
       1.45    194.08
       1.68    192.51
       1.94    191.52
       2.23    190.78
       2.54    190.57
       2.89    190.16
       3.27    189.17
       3.69    189.02
       4.15    191.42
       4.65    195.55
       5.21    199.35
       5.82    201.43
       6.49    199.83
       7.23    193.41
       8.05    183.44
       8.94    175.99
       9.93    172.74
      11.01    169.70
      12.20    163.72
      13.51    149.73
      14.95    134.77
