   103628
       0.00      0.00
       0.09    165.99
       0.19    185.86
       0.30    187.23
       0.42    186.95
       0.56    188.29
       0.70    191.13
       0.86    195.05
       1.04    198.50
       1.23    202.92
       1.45    205.62
       1.68    205.27
       1.94    202.78
       2.23    200.03
       2.54    198.75
       2.89    199.94
       3.27    202.69
       3.69    203.50
       4.15    201.86
       4.65    202.27
       5.21    205.65
       5.82    209.93
       6.49    213.76
       7.23    216.61
       8.05    219.90
       8.94    223.80
       9.93    227.17
      11.01    227.24
      12.20    218.13
      13.51    204.81
