  105236
       0.00      0.00
       0.09    193.21
       0.19    231.45
       0.30    221.92
       0.42    205.77
       0.56    187.63
       0.70    170.91
       0.86    153.41
       1.04    140.15
       1.23    129.40
       1.45    124.95
       1.68    135.07
       1.94    147.16
       2.23    157.27
       2.54    166.76
       2.89    174.56
       3.27    180.32
       3.69    183.92
       4.15    186.44
       4.65    188.25
       5.21    189.21
       5.82    189.76
       6.49    190.01
       7.23    189.69
       8.05    189.33
       8.94    188.94
       9.93    188.23
      11.01    187.44
      12.20    186.56
      13.51    185.37
      14.95    184.00
      16.54    182.53
      18.29    180.47
      20.20    177.77
      22.32    174.73
      24.64    171.42
      27.19    167.45
      30.00    162.90
      33.09    157.36
      36.50    151.46
