  904555
       0.00      0.00
       0.68     82.03
       1.44    117.66
       2.27    130.18
       3.18    149.83
       4.18    162.58
       5.28    170.03
       6.49    173.70
       7.83    178.05
       9.30    184.92
      10.91    190.38
      12.68    189.46
      14.64    187.72
