   600508
       0.00      0.00
       0.54     70.96
       1.12    205.13
       1.77    216.55
       2.48    229.94
       3.27    208.46
       4.13    187.97
       5.08    209.91
       6.12    262.00
       7.27    285.36
       8.53    307.98
       9.92    325.05
      11.45    323.85
      13.13    325.08
      14.97    328.28
      17.01    330.74
      19.24    331.01
      21.70    339.38
      24.41    348.78
