  104736
       0.00      0.00
       0.09    122.00
       0.19    172.71
       0.30    188.97
       0.42    192.81
       0.56    192.82
       0.70    191.34
       0.86    189.59
       1.04    187.96
       1.23    185.71
       1.45    183.65
       1.68    181.80
       1.94    180.18
       2.23    178.51
       2.54    176.47
       2.89    174.57
       3.27    173.98
       3.69    175.04
       4.15    177.59
       4.65    180.49
       5.21    182.17
       5.82    180.87
       6.49    174.89
       7.23    163.87
       8.05    151.30
       8.94    140.02
       9.93    132.42
