0.09	98.4	1.
0.19	162.31	1.
0.3	211.66	1.
0.42	236.8	1.
0.56	242.5	1.
0.7	240.26	1.
0.86	235.43	1.
1.04	229.65	1.
1.23	220.27	1.
1.45	212.82	1.
1.68	211.31	1.
1.94	227.75	1.
2.23	260.74	1.
2.54	283.49	1.
2.89	291.6	1.
3.27	293.05	1.
3.69	290.73	1.
4.15	287.06	1.
4.65	283.01	1.
5.21	279.06	1.
5.82	277.02	1.
6.49	277.38	1.
7.23	276.77	1.
8.05	274.64	1.
8.94	272.58	1.
9.93	271.02	1.
11.01	269.62	1.
12.2	269.09	1.
13.51	270.17	1.
14.95	270.03	1.
16.54	268.5	1.
18.29	270.28	1.
20.2	265.3	1.
22.32	254.71	1.
