0.09	117.07	1.
0.19	159.74	1.
0.3	173.22	1.
0.42	178.96	1.
0.56	181.13	1.
0.7	181.71	1.
0.86	182.38	1.
1.04	182.7	1.
1.23	183.99	1.
1.45	184.49	1.
1.68	188.28	1.
1.94	189.34	1.
2.23	196.54	1.
2.54	198.	1.
2.89	203.17	1.
3.27	205.62	1.
3.69	210.3	1.
4.15	214.32	1.
4.65	217.17	1.
5.21	219.07	1.
5.82	220.32	1.
6.49	220.95	1.
7.23	221.32	1.
8.05	223.12	1.
8.94	225.29	1.
9.93	227.49	1.
11.01	230.08	1.
12.2	230.44	1.
13.51	227.75	1.
14.95	227.02	1.
16.54	227.55	1.
18.29	228.93	1.
20.2	228.8	1.
22.32	224.59	1.
24.64	219.06	1.
27.19	217.79	1.
30.	215.37	1.
