0.09	215.65	1.
0.19	223.1	1.
0.3	212.2	1.
0.42	207.71	1.
0.56	210.49	1.
0.7	219.35	1.
0.86	228.35	1.
1.04	232.23	1.
1.23	232.71	1.
1.45	230.74	1.
1.68	227.39	1.
1.94	223.14	1.
2.23	218.5	1.
2.54	213.33	1.
2.89	208.13	1.
3.27	202.75	1.
3.69	197.98	1.
4.15	193.87	1.
4.65	190.64	1.
5.21	187.97	1.
5.82	185.51	1.
6.49	183.64	1.
7.23	182.19	1.
8.05	180.99	1.
8.94	180.31	1.
9.93	180.93	1.
11.01	183.72	1.
12.2	188.64	1.
13.51	195.18	1.
14.95	202.24	1.
16.54	208.57	1.
18.29	211.17	1.
20.2	208.53	1.
22.32	203.15	1.
24.64	198.21	1.
27.19	195.37	1.
