0.09	135.84	1.
0.19	188.	1.
0.3	211.89	1.
0.42	220.42	1.
0.56	222.29	1.
0.7	221.44	1.
0.86	219.57	1.
1.04	217.39	1.
1.23	213.98	1.
1.45	212.6	1.
1.68	213.67	1.
1.94	216.36	1.
2.23	219.72	1.
2.54	221.74	1.
2.89	223.38	1.
3.27	225.71	1.
3.69	229.67	1.
4.15	234.95	1.
4.65	239.89	1.
5.21	243.27	1.
5.82	244.95	1.
6.49	246.07	1.
7.23	250.72	1.
8.05	259.71	1.
8.94	267.58	1.
9.93	270.88	1.
11.01	269.94	1.
12.2	267.74	1.
13.51	266.63	1.
14.95	268.39	1.
16.54	269.64	1.
18.29	269.03	1.
20.2	267.83	1.
22.32	256.96	1.
24.64	244.88	1.
