0.09	70.65	1.
0.19	111.7	1.
0.3	138.8	1.
0.42	129.98	1.
0.56	104.31	1.
0.7	92.31	1.
0.86	83.16	1.
1.04	69.58	1.
1.23	70.66	1.
1.45	95.12	1.
1.68	117.16	1.
1.94	136.73	1.
2.23	135.56	1.
2.54	127.3	1.
2.89	133.11	1.
3.27	146.38	1.
3.69	152.31	1.
4.15	152.12	1.
4.65	150.21	1.
5.21	147.06	1.
5.82	144.25	1.
6.49	143.19	1.
7.23	144.16	1.
8.05	146.01	1.
8.94	146.32	1.
9.93	145.17	1.
11.01	143.92	1.
12.2	143.17	1.
13.51	142.51	1.
14.95	142.13	1.
16.54	142.22	1.
18.29	142.66	1.
20.2	143.47	1.
22.32	145.2	1.
24.64	146.83	1.
