0.09	180.58	1.
0.19	229.61	1.
0.3	238.7	1.
0.42	241.17	1.
0.56	241.74	1.
0.7	241.55	1.
0.86	240.72	1.
1.04	239.4	1.
1.23	236.44	1.
1.45	231.81	1.
1.68	225.81	1.
1.94	220.92	1.
2.23	218.68	1.
2.54	220.55	1.
2.89	228.29	1.
3.27	241.21	1.
3.69	255.4	1.
4.15	266.19	1.
4.65	271.62	1.
5.21	273.78	1.
5.82	274.77	1.
6.49	274.45	1.
7.23	273.07	1.
8.05	271.04	1.
8.94	268.42	1.
9.93	264.64	1.
11.01	259.33	1.
12.2	253.7	1.
13.51	247.83	1.
14.95	242.76	1.
16.54	239.24	1.
18.29	236.58	1.
20.2	234.44	1.
22.32	232.91	1.
24.64	230.3	1.
27.19	223.21	1.
30.	214.86	1.
