0.09	82.93	1.
0.19	125.42	1.
0.3	147.94	1.
0.42	164.83	1.
0.56	175.49	1.
0.7	184.15	1.
0.86	190.89	1.
1.04	194.24	1.
1.23	197.77	1.
1.45	200.31	1.
1.68	202.17	1.
1.94	203.89	1.
2.23	205.23	1.
2.54	206.24	1.
2.89	206.97	1.
3.27	207.49	1.
3.69	208.36	1.
4.15	209.19	1.
4.65	209.93	1.
5.21	210.87	1.
5.82	212.07	1.
6.49	213.2	1.
7.23	214.27	1.
8.05	214.83	1.
8.94	214.52	1.
9.93	213.72	1.
11.01	212.7	1.
12.2	210.9	1.
13.51	208.25	1.
14.95	204.15	1.
16.54	197.98	1.
18.29	190.38	1.
20.2	184.73	1.
22.32	183.76	1.
24.64	184.22	1.
27.19	181.96	1.
30.	179.66	1.
33.09	179.05	1.
36.5	179.	1.
