0.094	201.765	5
0.122	218.694	8
0.141	232.647	6
0.226	245.435	6
0.245	254.888	4
0.264	256.341	5
0.311	248.224	6
0.376	250.059	6
0.414	251.565	5
0.471	250.824	5
0.518	248.006	8
0.546	243.635	4
0.565	239.588	4
0.659	229.353	4
0.696	229.259	8
0.894	222.465	6
0.941	220.647	8
0.988	217.029	8
1.035	215.412	4
1.064	212.641	4
1.082	215.294	6
1.129	216.776	6
1.176	217.559	8
1.205	216.288	6
1.224	212.441	4
1.318	197.706	6
1.327	214.282	6
1.365	208.588	4
1.459	197.553	18
1.506	207.835	5
1.525	209.188	6
1.553	205.318	6
1.6	201.8	6
1.619	195.153	6
1.647	198.082	14
1.694	200.365	6
1.807	201.982	6
1.845	201.388	14
1.901	200.247	6
1.939	198.153	3
2.005	199.488	6
2.071	195.324	4
2.071	191.324	3
2.221	193.447	6
2.259	190.353	4
2.306	189.435	6
2.353	188.118	6
2.4	189.3	6
2.428	193.929	6
2.447	190.082	3
2.494	189.265	4
2.541	190.647	4
2.588	187.529	3
2.635	189.512	3
2.682	189.794	3
2.729	188.876	3
2.776	188.959	3
2.8	196	32
2.824	192.241	4
2.871	189.824	4
2.918	192.406	3
2.936	193.559	3
2.974	185.865	3
3.031	190.424	3
3.059	193.353	3
3.106	191.435	3
3.162	191.094	3
3.2	187.7	3
3.219	191.453	3
3.247	196.682	3
3.304	201.441	3
3.332	197.071	3
3.369	193.776	3
3.407	195.482	3
3.445	197.688	3
3.482	197.694	4
3.529	199.176	4
3.576	197.059	4
3.6	208	30
3.614	196.465	3
3.671	195.724	4
3.689	198.276	3
3.746	197.635	3
3.784	201.041	3
3.821	201.947	3
3.859	202.853	3
3.896	198.259	3
3.953	201.318	3
3.972	207.571	3
4.009	210.576	3
4.047	212.282	3
4.094	212.565	3
4.141	214.147	3
4.188	214.929	3
4.235	213.212	3
4.264	206.841	2.4
4.311	207.024	3
4.348	208.629	3
4.386	208.035	4
4.4	215	40
4.424	219.141	3
4.452	215.371	7
4.48	221.3	6
4.518	212.706	3
4.565	201.588	3
4.612	200.071	4
4.659	202.353	4
4.706	199.235	3
4.753	199.118	3
4.8	208.2	3
4.838	206.906	3
4.875	207.312	3
4.894	213.165	3
4.932	210.171	4
4.96	212.2	3
4.988	212.529	3
5.035	211.412	3
5.082	213.494	3
5.129	211.776	4
5.176	212.859	3
5.2	205	24
5.214	207.165	3
5.224	201.092	40.333
5.224	201.092	40.333
5.271	211.124	3
5.286	235.414	41.597
5.286	235.414	41.597
5.294	201.869	36.433
5.294	201.869	36.433
5.299	209.153	3
5.336	209.459	3
5.365	207.588	4
5.412	207.471	3
5.459	203.353	3
5.506	205.535	3
5.534	206.465	3
5.572	211.071	3
5.609	209.976	3
5.666	212.035	4
5.694	209.765	3
5.741	209.947	3
5.788	209.029	3
5.854	209.565	3
5.902	204.58	18.072
5.902	204.58	18.072
5.911	204.824	6
5.929	208.376	3
5.976	210.059	3
6	211	12
6.024	214.141	3
6.052	220.471	3
6.095	204.045	33.653
6.095	204.045	33.653
6.108	222.729	3
6.142	219.014	9.579
6.142	219.014	9.579
6.146	203.635	3
6.193	204.818	3
6.212	218.671	3
6.212	245.232	30.597
6.212	245.232	30.597
6.259	218.853	3
6.278	181.356	21.77
6.278	181.356	21.77
6.306	220.735	3
6.324	180.741	24.814
6.324	180.741	24.814
6.344	224.041	3
6.347	218.229	24.236
6.347	218.229	24.236
6.362	224.694	3
6.4	227.7	7
6.447	220.882	3
6.494	204.965	4
6.541	207.647	3
6.588	207.829	30
6.635	209.412	4
6.682	208.994	4
6.729	208.176	4
6.758	210.106	3
6.776	208.659	3
6.8	208	16
6.814	214.965	4
6.852	202.071	3
6.889	205.776	3
6.918	205.406	3
6.965	210.088	3
7.012	201.671	3
7.059	210.953	3
7.106	207.435	4
7.146	200.88	4.143
7.146	200.88	4.143
7.153	208.818	4
7.2	206	4
7.205	201.436	3.637
7.205	201.436	3.637
7.219	207.553	2.4
7.229	208.777	4.393
7.229	208.777	4.393
7.266	202.635	3.2
7.322	205.994	3
7.341	201.847	3
7.36	200.6	3
7.393	205.94	7.448
7.393	205.94	7.448
7.4	212.588	10.179
7.4	212.588	10.179
7.435	205.412	8
7.473	205.318	3
7.511	209.224	6
7.558	204.906	2.4
7.567	205.282	2.4
7.591	203.481	0.855
7.591	203.481	0.855
7.6	203	16
7.624	200.241	2.6
7.671	200.424	3
7.718	202.706	3
7.755	199.812	2.6
7.774	199.565	3
7.812	202.471	3
7.83	238.754	43.994
7.83	238.754	43.994
7.859	211.553	3
7.906	209.835	3
7.953	211.118	3
7.965	199.13	6.027
7.965	199.13	6.027
7.995	203.38	3.046
7.995	203.38	3.046
8	207.5	3
8.048	197.144	6.709
8.048	197.144	6.709
8.055	201.386	20.422
8.055	201.386	20.422
8.073	187.494	1.957
8.073	187.494	1.957
8.092	202.093	2.073
8.092	202.093	2.073
8.138	211.652	2.565
8.138	211.652	2.565
8.177	193.441	4.401
8.177	193.441	4.401
8.26	189.373	5.184
8.26	189.373	5.184
8.305	198.369	2.854
8.305	198.369	2.854
8.378	231.714	18.327
8.378	231.714	18.327
8.383	165.661	7.155
8.383	165.661	7.155
8.436	209.601	10.689
8.436	209.601	10.689
8.441	192.557	6.927
