0.09	193.21	1.
0.19	231.45	1.
0.3	221.92	1.
0.42	205.77	1.
0.56	187.63	1.
0.7	170.91	1.
0.86	153.41	1.
1.04	140.15	1.
1.23	129.4	1.
1.45	124.95	1.
1.68	135.07	1.
1.94	147.16	1.
2.23	157.27	1.
2.54	166.76	1.
2.89	174.56	1.
3.27	180.32	1.
3.69	183.92	1.
4.15	186.44	1.
4.65	188.25	1.
5.21	189.21	1.
5.82	189.76	1.
6.49	190.01	1.
7.23	189.69	1.
8.05	189.33	1.
8.94	188.94	1.
9.93	188.23	1.
11.01	187.44	1.
12.2	186.56	1.
13.51	185.37	1.
14.95	184.	1.
16.54	182.53	1.
18.29	180.47	1.
20.2	177.77	1.
22.32	174.73	1.
24.64	171.42	1.
27.19	167.45	1.
30.	162.9	1.
33.09	157.36	1.
36.5	151.46	1.
