0.09	216.78	1.
0.19	207.11	1.
0.3	187.96	1.
0.42	189.08	1.
0.56	195.03	1.
0.7	202.69	1.
0.86	209.78	1.
1.04	216.9	1.
1.23	226.51	1.
1.45	234.79	1.
1.68	244.29	1.
1.94	249.16	1.
2.23	246.62	1.
2.54	242.67	1.
2.89	244.84	1.
3.27	246.89	1.
3.69	242.7	1.
4.15	235.44	1.
4.65	228.97	1.
5.21	222.98	1.
5.82	219.09	1.
6.49	217.18	1.
7.23	215.96	1.
8.05	214.35	1.
8.94	212.63	1.
9.93	210.99	1.
11.01	209.54	1.
12.2	208.66	1.
13.51	207.39	1.
14.95	205.88	1.
16.54	202.11	1.
18.29	195.67	1.
20.2	184.91	1.
22.32	172.13	1.
