0.09	119.79	1.
0.19	163.85	1.
0.3	173.69	1.
0.42	172.95	1.
0.56	170.55	1.
0.7	167.3	1.
0.86	165.62	1.
1.04	165.01	1.
1.23	169.89	1.
1.45	173.99	1.
1.68	181.96	1.
1.94	189.66	1.
2.23	197.95	1.
2.54	206.15	1.
2.89	214.44	1.
3.27	222.1	1.
3.69	226.74	1.
4.15	227.22	1.
4.65	224.39	1.
5.21	220.94	1.
5.82	217.37	1.
6.49	215.06	1.
7.23	214.28	1.
8.05	214.38	1.
8.94	215.02	1.
9.93	214.89	1.
11.01	214.57	1.
12.2	212.54	1.
13.51	208.55	1.
14.95	204.29	1.
16.54	197.88	1.
18.29	192.1	1.
20.2	187.68	1.
22.32	185.73	1.
24.64	187.45	1.
27.19	189.62	1.
30.	190.36	1.
33.09	189.25	1.
