0.21	277.57	1.
0.45	475.77	1.
0.70	472.83	1.
0.99	456.91	1.
1.30	442.26	1.
1.64	426.53	1.
2.02	412.41	1.
2.43	399.06	1.
2.89	385.11	1.
3.39	373.74	1.
3.94	365.19	1.
4.55	355.09	1.
5.21	347.76	1.
5.95	343.27	1.
6.75	339.17	1.
7.64	337.17	1.
8.62	335.17	1.
9.69	332.17	1.
10.88	329.63	1.
12.18	326.01	1.
13.61	320.60	1.
15.18	312.41	1.
16.91	299.52	1.
18.81	292.09	1.
20.91	279.49	1.
23.21	271.47	1.
25.75	262.46	1.
28.53	255.20	1.
31.60	248.26	1.
34.97	243.96	1.
38.68	241.65	1.
42.76	239.43	1.
47.25	240.56	1.
52.19	243.95	1.
