0.09	188.06	1.
0.19	224.29	1.
0.30	229.93	1.
0.42	228.89	1.
0.56	225.97	1.
0.70	222.52	1.
0.86	218.71	1.
1.04	215.68	1.
1.23	212.47	1.
1.45	209.70	1.
1.68	207.96	1.
1.94	207.20	1.
2.23	207.30	1.
2.54	207.96	1.
2.89	209.73	1.
3.27	213.12	1.
3.69	217.68	1.
4.15	222.09	1.
4.65	225.26	1.
5.21	226.83	1.
5.82	227.49	1.
6.49	227.66	1.
7.23	227.44	1.
8.05	226.79	1.
8.94	225.89	1.
9.93	224.70	1.
11.01	223.73	1.
12.20	222.43	1.
13.51	217.24	1.
14.95	208.27	1.
16.54	195.99	1.
18.29	176.59	1.
20.20	165.78	1.
22.32	167.44	1.
24.64	167.98	1.
