0.17	132.67	1.
0.35	153.9	1.
0.56	158.07	1.
0.78	159.25	1.
1.03	161.06	1.
1.3	161.76	1.
1.6	162.28	1.
1.93	162.54	1.
2.29	163.58	1.
2.69	164.33	1.
3.12	164.64	1.
3.61	164.97	1.
4.13	165.03	1.
4.72	164.93	1.
5.36	164.55	1.
6.06	164.58	1.
6.84	164.2	1.
7.69	163.98	1.
8.63	163.85	1.
9.66	163.58	1.
10.79	163.48	1.
12.04	163.23	1.
13.41	163.14	1.
14.92	163.44	1.
16.58	163.05	1.
18.41	162.29	1.
20.42	161.27	1.
22.63	158.91	1.
25.06	154.72	1.
27.74	148.53	1.
30.68	143.55	1.
33.91	140.96	1.
37.48	141.93	1.
