0.09	251.82	1.
0.19	270.60	1.
0.30	257.15	1.
0.42	249.90	1.
0.56	246.46	1.
0.70	242.89	1.
0.86	239.36	1.
1.04	236.88	1.
1.23	235.82	1.
1.45	236.95	1.
1.68	240.57	1.
1.94	245.33	1.
2.23	249.69	1.
2.54	253.38	1.
2.89	257.31	1.
3.27	258.36	1.
3.69	256.84	1.
4.15	255.04	1.
4.65	252.83	1.
5.21	250.62	1.
5.82	248.36	1.
6.49	247.03	1.
7.23	247.35	1.
8.05	249.40	1.
8.94	252.14	1.
9.93	254.93	1.
11.01	258.08	1.
12.20	261.08	1.
13.51	264.10	1.
14.95	266.84	1.
16.54	269.03	1.
18.29	271.18	1.
20.20	272.79	1.
22.32	273.61	1.
24.64	272.78	1.
27.19	266.61	1.
30.00	255.09	1.
33.09	248.56	1.
