0.09	214.41	1.
0.19	265.51	1.
0.30	279.39	1.
0.42	282.14	1.
0.56	276.27	1.
0.70	266.17	1.
0.86	256.11	1.
1.04	249.40	1.
1.23	233.61	1.
1.45	216.78	1.
1.68	212.03	1.
1.94	211.87	1.
2.23	213.02	1.
2.54	214.21	1.
2.89	216.65	1.
3.27	221.44	1.
3.69	227.39	1.
4.15	231.74	1.
4.65	234.36	1.
5.21	234.93	1.
5.82	232.73	1.
6.49	228.44	1.
7.23	225.75	1.
8.05	227.50	1.
8.94	232.83	1.
9.93	237.51	1.
11.01	237.46	1.
12.20	233.04	1.
13.51	227.10	1.
14.95	221.59	1.
16.54	215.09	1.
18.29	202.88	1.
20.20	187.50	1.
