0.09	46.03	1.
0.19	50.89	1.
0.3	46.65	1.
0.42	43.76	1.
0.56	47.36	1.
0.7	55.13	1.
0.86	61.24	1.
1.04	72.01	1.
1.23	81.67	1.
1.45	88.92	1.
1.68	93.61	1.
1.94	100.57	1.
2.23	107.43	1.
2.54	120.02	1.
2.89	130.25	1.
3.27	138.38	1.
3.69	143.39	1.
4.15	145.96	1.
4.65	149.36	1.
5.21	154.27	1.
5.82	156.29	1.
6.49	160.05	1.
7.23	165.64	1.
8.05	168.87	1.
8.94	170.2	1.
9.93	169.83	1.
11.01	168.31	1.
12.2	166.44	1.
13.51	165.26	1.
14.95	165.31	1.
16.54	165.76	1.
18.29	164.66	1.
20.2	162.21	1.
22.32	160.75	1.
24.64	160.13	1.
27.19	158.87	1.
30.	156.11	1.
