0.09	72.13	1.
0.19	125.49	1.
0.3	163.49	1.
0.42	193.37	1.
0.56	212.88	1.
0.7	227.21	1.
0.86	236.83	1.
1.04	242.42	1.
1.23	245.12	1.
1.45	245.57	1.
1.68	244.51	1.
1.94	242.	1.
2.23	238.92	1.
2.54	235.96	1.
2.89	233.94	1.
3.27	232.94	1.
3.69	233.98	1.
4.15	236.39	1.
4.65	240.5	1.
5.21	244.88	1.
5.82	247.07	1.
6.49	247.47	1.
7.23	246.81	1.
8.05	246.73	1.
8.94	248.77	1.
9.93	251.27	1.
11.01	253.62	1.
12.2	256.52	1.
13.51	258.68	1.
14.95	259.73	1.
16.54	260.35	1.
18.29	259.41	1.
20.2	256.99	1.
22.32	253.26	1.
24.64	247.54	1.
27.19	239.9	1.
30.	230.62	1.
33.09	224.06	1.
